Provider,PotentialFraud,AttendingPhysician
PRV52321,Yes,PHY333686
PRV52321,Yes,PHY361352
PRV52321,Yes,PHY357111
PRV52321,Yes,PHY400016
PRV52321,Yes,PHY357111
PRV52321,Yes,PHY431835
PRV52321,Yes,PHY400016
PRV52321,Yes,PHY391710
PRV52321,Yes,PHY357111
PRV52321,Yes,PHY400016
PRV52321,Yes,PHY373817
PRV52321,Yes,PHY401009
PRV52321,Yes,PHY394094
PRV52321,Yes,PHY357111
PRV52321,Yes,PHY348578
PRV52321,Yes,PHY400016
PRV52321,Yes,PHY400016
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV57372,No,PHY374932
PRV55135,No,PHY372037
PRV55135,No,PHY316265
PRV55135,No,PHY431392
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY332245
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53762,Yes,PHY378430
PRV53932,No,PHY356247
PRV53932,No,PHY391982
PRV53932,No,PHY412010
PRV53932,No,PHY318823
PRV53932,No,PHY331505
PRV53932,No,PHY410217
PRV53932,No,PHY413241
PRV53932,No,PHY408303
PRV53932,No,PHY332595
PRV53932,No,PHY317300
PRV53932,No,PHY362683
PRV53932,No,PHY391850
PRV53932,No,PHY346141
PRV53932,No,PHY380485
PRV53932,No,PHY430383
PRV53932,No,PHY400350
PRV53932,No,PHY415718
PRV53932,No,PHY359890
PRV53932,No,PHY392736
PRV53932,No,PHY431234
PRV53932,No,PHY356247
PRV53932,No,PHY356247
PRV53932,No,PHY411097
PRV53932,No,PHY353828
PRV53932,No,PHY414338
PRV53932,No,PHY355505
PRV53932,No,PHY340960
PRV53932,No,PHY365541
PRV53932,No,PHY323968
PRV53932,No,PHY358945
PRV53932,No,PHY312526
PRV53932,No,PHY317171
PRV53932,No,PHY378486
PRV53932,No,PHY336060
PRV53932,No,PHY376191
PRV53932,No,PHY374200
PRV53932,No,PHY351571
PRV53932,No,PHY375626
PRV53932,No,PHY379205
PRV53932,No,PHY401204
PRV53932,No,PHY415718
PRV53932,No,PHY396603
PRV53932,No,PHY353828
PRV53932,No,PHY351722
PRV53932,No,PHY358945
PRV53932,No,PHY407044
PRV53932,No,PHY325397
PRV53932,No,PHY394819
PRV53932,No,PHY414338
PRV53932,No,PHY426496
PRV53932,No,PHY413432
PRV53932,No,PHY319300
PRV53932,No,PHY422579
PRV53932,No,PHY331143
PRV53932,No,PHY322953
PRV53932,No,PHY402289
PRV53932,No,PHY363786
PRV53932,No,PHY369605
PRV53932,No,PHY332870
PRV53932,No,PHY349359
PRV53932,No,PHY379867
PRV53932,No,PHY346141
PRV53932,No,PHY345975
PRV53932,No,PHY366595
PRV53932,No,PHY413660
PRV53932,No,PHY351840
PRV53932,No,PHY374200
PRV53932,No,PHY358985
PRV53932,No,PHY391850
PRV53932,No,PHY335947
PRV53932,No,PHY380485
PRV53932,No,PHY322953
PRV53932,No,PHY371430
PRV53932,No,PHY371430
PRV53932,No,PHY349307
PRV53932,No,PHY359087
PRV53932,No,PHY413432
PRV53932,No,
PRV53932,No,PHY394819
PRV53932,No,PHY336179
PRV53932,No,PHY396603
PRV53932,No,PHY314624
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV53671,Yes,PHY345332
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY336847
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY404923
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY336847
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY384028
PRV55172,Yes,PHY336847
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY430371
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY384028
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY404923
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY336847
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY430371
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY384028
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY384028
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY336847
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY336847
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY430371
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY430371
PRV55172,Yes,PHY430371
PRV55172,Yes,PHY384028
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY362689
PRV55172,Yes,PHY319892
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY387333
PRV55172,Yes,PHY336847
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV56129,No,PHY354271
PRV54391,Yes,PHY313880
PRV54391,Yes,PHY378642
PRV54391,Yes,PHY393853
PRV54391,Yes,PHY423032
PRV54391,Yes,PHY424068
PRV54391,Yes,PHY366540
PRV54391,Yes,PHY355471
PRV54391,Yes,PHY324495
PRV54391,Yes,PHY426531
PRV54391,Yes,PHY420212
PRV54391,Yes,PHY430343
PRV54391,Yes,PHY415762
PRV54391,Yes,PHY333562
PRV54391,Yes,PHY366975
PRV54391,Yes,PHY328773
PRV54391,Yes,PHY426531
PRV54391,Yes,PHY346230
PRV54391,Yes,PHY349393
PRV54391,Yes,PHY411768
PRV54391,Yes,PHY331676
PRV54391,Yes,PHY419114
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV54848,No,PHY324857
PRV53970,No,PHY376964
PRV53970,No,PHY376964
PRV53970,No,PHY376964
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY406880
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY406880
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV52281,No,PHY398379
PRV52281,No,PHY406880
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY410899
PRV51940,Yes,PHY370785
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV54918,Yes,PHY421902
PRV52881,No,PHY340392
PRV52881,No,PHY340392
PRV52881,No,PHY340392
PRV52881,No,PHY403456
PRV52881,No,PHY317635
PRV52881,No,PHY403456
PRV52881,No,PHY317635
PRV52881,No,PHY317635
PRV52881,No,PHY340392
PRV52881,No,PHY317635
PRV52881,No,PHY317635
PRV52881,No,PHY403456
PRV52881,No,PHY317635
PRV52881,No,PHY340392
PRV52881,No,PHY317635
PRV52881,No,PHY340392
PRV52881,No,PHY403456
PRV52881,No,PHY403456
PRV52881,No,PHY340392
PRV52881,No,PHY317635
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY424554
PRV52868,Yes,PHY325741
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV57096,Yes,PHY335080
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY422730
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY393481
PRV55531,Yes,PHY353749
PRV55531,Yes,PHY349242
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY333733
PRV54971,No,PHY327845
PRV54971,No,PHY327845
PRV53873,No,PHY333810
PRV53873,No,PHY333810
PRV53873,No,PHY354511
PRV53873,No,PHY366146
PRV53873,No,PHY354511
PRV53873,No,PHY354511
PRV53873,No,PHY354511
PRV53873,No,PHY354511
PRV53873,No,PHY333810
PRV53873,No,PHY333810
PRV53873,No,PHY356614
PRV53873,No,PHY431887
